"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000111676.15","ENSG00000111676.15",0.534854642234479,5.05843316344577,27.9806352350535,1.96526063937171e-07,6.83073936928616e-07
"ENSG00000188536.13","ENSG00000188536.13",-1.40745946626999,5.19712568980625,27.9765040555081,1.96920070649615e-07,6.841743701441e-07
"ENSG00000174807.4","ENSG00000174807.4",1.09250792517819,3.97593951890797,27.9758219300821,1.96985204070655e-07,6.841743701441e-07
"ENSG00000271601.4","ENSG00000271601.4",0.558221975367818,4.31347561044783,27.9717002154274,1.97379231830597e-07,6.85294982124316e-07
"ENSG00000213160.10","ENSG00000213160.10",0.831141883370873,3.20168857299184,27.9358595604304,2.00839153284396e-07,6.97055629620463e-07
"ENSG00000112234.9","ENSG00000112234.9",-0.453871910575186,3.19547352878667,27.9339439388426,2.01025789873962e-07,6.97451240618012e-07
"ENSG00000104522.16","ENSG00000104522.16",0.69157868257137,6.16087732725328,27.9224836030194,2.02146008880803e-07,7.01084423864058e-07
"ENSG00000131748.16","ENSG00000131748.16",0.417609718334045,4.61539233169168,27.9215319000334,2.02239317610081e-07,7.01154730609165e-07
"ENSG00000124160.12","ENSG00000124160.12",0.410080322376362,4.3982614492509,27.9138557812986,2.02993501831479e-07,7.03515385408736e-07
"ENSG00000170004.17","ENSG00000170004.17",1.07251731735427,3.2786025374437,27.8833205517204,2.06021752444625e-07,7.13504398171464e-07
"ENSG00000103067.14","ENSG00000103067.14",-0.629421926512988,4.81653625358037,27.8832941037312,2.0602439497201e-07,7.13504398171464e-07
"ENSG00000125977.7","ENSG00000125977.7",0.380983240858006,6.27445831852202,27.8786692162052,2.06487011637098e-07,7.14848651899077e-07
"ENSG00000079432.7","ENSG00000079432.7",0.45487228952663,4.17975552487604,27.8772241463587,2.06631772925026e-07,7.15091932256759e-07
"ENSG00000129562.11","ENSG00000129562.11",0.398795083244628,8.71045986753326,27.8732069562609,2.07034735953666e-07,7.16228275731601e-07
"ENSG00000164244.21","ENSG00000164244.21",0.382697120551612,4.18635493492598,27.8699678437288,2.07360226378647e-07,7.1709588373019e-07
"ENSG00000135108.15","ENSG00000135108.15",-0.557308930816098,3.72928157800012,27.8510268643201,2.09273900327776e-07,7.23453166419393e-07
"ENSG00000185189.18","ENSG00000185189.18",0.91631422771033,5.45941911356112,27.8446066443929,2.09926584782473e-07,7.25448241148933e-07
"ENSG00000164171.11","ENSG00000164171.11",1.44424535367219,2.35351244131644,27.8330796369134,2.11103576703564e-07,7.29253089728037e-07
"ENSG00000145431.11","ENSG00000145431.11",-0.737509413720767,3.12386307450485,27.8199262477568,2.12454752897034e-07,7.33656700651628e-07
"ENSG00000103043.15","ENSG00000103043.15",0.480430771506962,3.91653009235072,27.8146223188316,2.13002057072565e-07,7.35282181911767e-07
"ENSG00000135373.13","ENSG00000135373.13",1.81843637172813,3.44939357385597,27.8135066142805,2.13117365477303e-07,7.35415783099248e-07
"ENSG00000162413.16","ENSG00000162413.16",0.744758587544017,4.23824525146569,27.8110119287997,2.13375419402895e-07,7.36041691077179e-07
"ENSG00000103365.15","ENSG00000103365.15",0.458510812519606,4.33333873483902,27.8041196207566,2.14090006305464e-07,7.38241401053323e-07
"ENSG00000171311.13","ENSG00000171311.13",0.444343147554834,3.95711794373697,27.8013459981877,2.14378251903285e-07,7.38969916794087e-07
"ENSG00000111335.13","ENSG00000111335.13",-1.05460801175453,4.25933552636486,27.8000892492511,2.14508986721479e-07,7.39155158839268e-07
"ENSG00000118197.14","ENSG00000118197.14",0.505947765065277,3.60699511650968,27.7923476231924,2.15316090778127e-07,7.41463160403404e-07
"ENSG00000106025.9","ENSG00000106025.9",-0.840064514857324,4.17624107387888,27.7921832608221,2.15333259500489e-07,7.41463160403404e-07
"ENSG00000186665.10","ENSG00000186665.10",0.566061637236033,4.26057845454198,27.7892703118693,2.15637764812185e-07,7.42245443598774e-07
"ENSG00000111445.14","ENSG00000111445.14",0.54560779583349,3.46677063531452,27.7578709602128,2.18947751242061e-07,7.53368606424297e-07
"ENSG00000181513.15","ENSG00000181513.15",-0.697256583102746,5.39679953184942,27.74226224787,2.20612143066938e-07,7.58823566263922e-07
"ENSG00000123689.6","ENSG00000123689.6",-1.34901643317323,8.35565872069408,27.741007128934,2.20746531282751e-07,7.59013861144129e-07
"ENSG00000044574.8","ENSG00000044574.8",0.51089289900691,9.25522358139787,27.7368724048231,2.21189828146605e-07,7.60265789547944e-07
"ENSG00000204351.12","ENSG00000204351.12",0.419448511965081,4.99904094224874,27.7330224219282,2.21603402815669e-07,7.61414698292922e-07
"ENSG00000130066.16","ENSG00000130066.16",-0.603239566798319,8.42958793607338,27.7268605754517,2.22266944449144e-07,7.63421347660746e-07
"ENSG00000179761.12","ENSG00000179761.12",-0.874841066106103,7.94253624765305,27.7118746190823,2.23889075867e-07,7.68717857054076e-07
"ENSG00000167766.18","ENSG00000167766.18",1.41461830289055,2.68758733471027,27.6967887051688,2.25534066821624e-07,7.74089038787126e-07
"ENSG00000118200.14","ENSG00000118200.14",0.648340173791317,3.21155788968503,27.6903000702877,2.26245334952762e-07,7.76252757521986e-07
"ENSG00000185800.12","ENSG00000185800.12",0.616425988905848,3.07539549197488,27.6836138767308,2.26980621774433e-07,7.78497309408559e-07
"ENSG00000176101.12","ENSG00000176101.12",0.573640618136519,6.75003425746578,27.658166848944,2.29801126971207e-07,7.87889578186994e-07
"ENSG00000145494.12","ENSG00000145494.12",0.697273990409914,8.17850317554997,27.6220119960397,2.33869266934523e-07,8.01551218340386e-07
"ENSG00000074582.15","ENSG00000074582.15",0.429324526425202,4.2839779985001,27.6018396998671,2.36170487202389e-07,8.09149420821889e-07
"ENSG00000163882.9","ENSG00000163882.9",0.496641722405114,5.11059260103983,27.5879753723887,2.37765312097045e-07,8.14322866975251e-07
"ENSG00000099246.17","ENSG00000099246.17",-0.337021194094628,4.66373035848104,27.5852114995912,2.38084536630329e-07,8.15125375053907e-07
"ENSG00000181444.13","ENSG00000181444.13",1.17273432167251,3.62207182724739,27.5760300728815,2.39148083286563e-07,8.18474723547594e-07
"ENSG00000105327.18","ENSG00000105327.18",0.706961616174151,3.41398311153712,27.5675978187722,2.4012906182143e-07,8.2153919938907e-07
"ENSG00000173113.7","ENSG00000173113.7",0.438648684762839,7.84378788124089,27.5614196289174,2.40850381381749e-07,8.23713452534661e-07
"ENSG00000113460.13","ENSG00000113460.13",0.499726625970167,3.61229672795459,27.5578276842954,2.41270752651653e-07,8.24857274022744e-07
"ENSG00000001497.18","ENSG00000001497.18",0.480387819101424,3.46572084729313,38.5859474383536,2.42361152733942e-07,8.2829016242287e-07
"ENSG00000162066.16","ENSG00000162066.16",0.625898354820795,3.46983262439508,27.5358163095357,2.43862963646503e-07,8.33126139148196e-07
"ENSG00000182492.16","ENSG00000182492.16",-1.05816609081155,8.19506134538716,27.511394347641,2.46771893947852e-07,8.42698988615755e-07
"ENSG00000099282.10","ENSG00000099282.10",1.33331580960151,4.25787289952768,27.5108212125866,2.46840578748698e-07,8.42698988615755e-07
"ENSG00000145293.16","ENSG00000145293.16",0.390951970287467,4.95003659828733,27.5092269983737,2.47031731454951e-07,8.43051767496456e-07
"ENSG00000197976.12","ENSG00000197976.12",0.439890737341824,4.53361849608743,27.4647342308984,2.524271453169e-07,8.61158704705841e-07
"ENSG00000147684.10","ENSG00000147684.10",0.815581350467981,5.01084021181117,27.4499871739988,2.54241503230587e-07,8.67040295209106e-07
"ENSG00000065054.14","ENSG00000065054.14",-0.663534637668194,7.41476180165269,27.4471621981517,2.54590561004064e-07,8.67642667831018e-07
"ENSG00000160867.15","ENSG00000160867.15",0.801773958836789,6.78970200027007,27.4470947948118,2.54598895341664e-07,8.67642667831018e-07
"ENSG00000177225.17","ENSG00000177225.17",0.485975899358486,4.55363006111146,27.446019687999,2.54731868079502e-07,8.6778776918496e-07
"ENSG00000135164.19","ENSG00000135164.19",0.614857129780404,2.78775415130934,30.2335154792456,2.58896676081285e-07,8.81663033125342e-07
"ENSG00000107897.20","ENSG00000107897.20",-0.521008886863693,4.03293744873398,27.4097384241328,2.59260489623702e-07,8.82588900846646e-07
"ENSG00000172775.17","ENSG00000172775.17",0.337336463455216,4.74442737015884,27.4021328866886,2.60220042112003e-07,8.85541440721457e-07
"ENSG00000114166.8","ENSG00000114166.8",-0.646511464858316,4.30175028585129,27.3971824738813,2.60846531299704e-07,8.87358859134357e-07
"ENSG00000187531.14","ENSG00000187531.14",0.619334537612094,3.43714531763059,27.3950163204055,2.61121141786148e-07,8.87978378018783e-07
"ENSG00000100813.14","ENSG00000100813.14",0.329683779131699,4.63139310294918,27.3365606162429,2.68642710003963e-07,9.13233008512056e-07
"ENSG00000172497.9","ENSG00000172497.9",-1.08444334675901,5.54552691337184,27.3225886194448,2.70472576763704e-07,9.19128048471348e-07
"ENSG00000197077.13","ENSG00000197077.13",-0.56680984296902,3.74376495933416,27.3143360558647,2.71559278310011e-07,9.22494363685813e-07
"ENSG00000177459.11","ENSG00000177459.11",1.61608948178529,6.04745806015729,27.3125259460243,2.71798221724494e-07,9.22979458279145e-07
"ENSG00000169223.15","ENSG00000169223.15",0.483478052052941,8.72831412565247,27.3116590172491,2.7191273555522e-07,9.23041818009233e-07
"ENSG00000219507.4","ENSG00000219507.4",0.956541332745037,3.39398766741836,27.3095911902069,2.72186073881474e-07,9.23643092704896e-07
"ENSG00000229644.6","ENSG00000229644.6",-1.05887962862872,3.02441988623679,27.3033733670159,2.73009652553302e-07,9.26110482159611e-07
"ENSG00000102103.17","ENSG00000102103.17",0.544137541429597,5.71803148293901,27.3009525521458,2.73330978595749e-07,9.2687297581038e-07
"ENSG00000158411.11","ENSG00000158411.11",0.535682253724187,3.0735135264454,44.9645679913521,2.73676379864461e-07,9.27716541913426e-07
"ENSG00000100324.14","ENSG00000100324.14",0.349537711396396,4.28445138538156,27.2915477170168,2.74582943834255e-07,9.30461087472236e-07
"ENSG00000241127.8","ENSG00000241127.8",0.570183587502222,3.00398106343962,45.2455892052547,2.75040668926581e-07,9.31683282178962e-07
"ENSG00000204839.9","ENSG00000204839.9",1.36017570063942,3.08477077146663,27.284734189367,2.75493561417244e-07,9.32888250301779e-07
"ENSG00000141448.11","ENSG00000141448.11",-0.671452246388724,3.3784703229304,27.2794804961068,2.76197785292281e-07,9.34943137801798e-07
"ENSG00000205531.13","ENSG00000205531.13",0.306224026651105,5.51108449873604,27.2687785040647,2.77637930617513e-07,9.39486829019432e-07
"ENSG00000127334.11","ENSG00000127334.11",0.672920731066462,2.71114376226837,27.2651933189875,2.78122070519185e-07,9.40793473215004e-07
"ENSG00000234518.2","ENSG00000234518.2",0.639646662063978,3.93401266930689,27.2595658655922,2.78883711267691e-07,9.43037558354995e-07
"ENSG00000109113.20","ENSG00000109113.20",1.5934951139151,4.19934347500738,27.2544315180537,2.79580445282178e-07,9.4506066010877e-07
"ENSG00000106554.13","ENSG00000106554.13",0.43205501847273,4.81580738714432,27.2521339800034,2.79892789930673e-07,9.4578345066331e-07
"ENSG00000076928.18","ENSG00000076928.18",0.426657424545529,4.39803554634553,27.2413456724786,2.81364138804296e-07,9.50420736284745e-07
"ENSG00000111907.21","ENSG00000111907.21",-0.75711937245493,3.25131762879216,27.2304355397713,2.82860023552901e-07,9.55137610308776e-07
"ENSG00000143614.10","ENSG00000143614.10",0.475563887969892,3.28191704364591,32.7775308996623,2.84114347732642e-07,9.59035772937189e-07
"ENSG00000171867.17","ENSG00000171867.17",-0.786824774134468,5.60550960832074,27.2011289694365,2.8691800555021e-07,9.68159175143063e-07
"ENSG00000133789.15","ENSG00000133789.15",0.579352642879157,3.48776390709947,27.1966819837467,2.87538866545168e-07,9.69913253279554e-07
"ENSG00000077514.9","ENSG00000077514.9",0.606534959710447,2.83758592591074,27.1915826027974,2.88252476197888e-07,9.71978844924387e-07
"ENSG00000118873.16","ENSG00000118873.16",0.460607325516109,3.31875129563002,28.2099013586058,2.9126740246139e-07,9.81800233015922e-07
"ENSG00000156467.10","ENSG00000156467.10",0.736253542073664,5.51268000358217,27.1680559273074,2.9156797290387e-07,9.82468423965305e-07
"ENSG00000141428.17","ENSG00000141428.17",0.467026027976875,4.03240112984635,27.1295682398989,2.97074851897702e-07,1.00039105172095e-06
"ENSG00000163930.10","ENSG00000163930.10",0.405081967877363,5.47475766830978,27.129426664391,2.97095300880879e-07,1.00039105172095e-06
"ENSG00000133250.14","ENSG00000133250.14",0.483393842043914,3.52390770620182,32.0891828346663,2.98034841528754e-07,1.00320283263536e-06
"ENSG00000166920.13","ENSG00000166920.13",2.08864723895362,2.52876476914532,27.1210256822127,2.98311268705962e-07,1.00378134580345e-06
"ENSG00000171174.15","ENSG00000171174.15",-0.535064992698571,4.30402693071239,27.118954093335,2.986118822987e-07,1.00444080941399e-06
"ENSG00000114982.19","ENSG00000114982.19",0.411432604535191,3.82828726803715,27.1044193176609,3.00729656746596e-07,1.01121005420922e-06
"ENSG00000125841.13","ENSG00000125841.13",1.46036705085184,3.80985244643277,27.0992218793392,3.01490609528785e-07,1.01341381354213e-06
"ENSG00000052749.14","ENSG00000052749.14",0.639718495836535,3.53165046526144,27.095629573336,3.02017689020762e-07,1.01483017661859e-06
"ENSG00000171365.17","ENSG00000171365.17",-0.596189967623459,3.32503167136355,27.0799056069016,3.04335721986372e-07,1.02226134746997e-06
"ENSG00000160336.16","ENSG00000160336.16",0.828027766499993,2.63336534434202,27.0788455091637,3.04492645075614e-07,1.02243070749419e-06
"ENSG00000013288.9","ENSG00000013288.9",-0.471512238272378,4.44203844143292,27.0651891198895,3.06521459716795e-07,1.028883221427e-06
"ENSG00000051108.15","ENSG00000051108.15",-0.495891066149468,6.1151600169503,27.0630725002526,3.06837124126404e-07,1.02958280028434e-06
"ENSG00000141741.12","ENSG00000141741.12",0.556731345722961,5.42983656260476,27.0534447256126,3.08277108855943e-07,1.03405319532392e-06
"ENSG00000260710.1","ENSG00000260710.1",1.12618976718114,3.66502631783207,27.0351067487557,3.11038692304082e-07,1.04295195463472e-06
"ENSG00000122359.18","ENSG00000122359.18",0.443989412598408,5.44188571210046,27.023857274583,3.12745106181121e-07,1.04823433174276e-06
"ENSG00000157259.8","ENSG00000157259.8",0.455269884584822,3.9487629391395,27.023283236673,3.12832433379481e-07,1.04823433174276e-06
"ENSG00000108107.15","ENSG00000108107.15",0.784329630087489,8.0391191409242,27.0184504085612,3.13568615720924e-07,1.05029900208454e-06
"ENSG00000204304.12","ENSG00000204304.12",0.547875667265365,4.73559123882313,27.0178026514905,3.13667420726705e-07,1.05029900208454e-06
"ENSG00000100106.22","ENSG00000100106.22",0.543318023301873,3.91178406424573,27.0047949686245,3.15658184324029e-07,1.05655503641622e-06
"ENSG00000122420.10","ENSG00000122420.10",2.20355196092546,2.4812450968209,27.0041587844979,3.1575587494564e-07,1.05655503641622e-06
"ENSG00000106077.18","ENSG00000106077.18",0.717859783316538,4.38070993867878,27.0003703911914,3.16338240566419e-07,1.05813488133715e-06
"ENSG00000141526.17","ENSG00000141526.17",1.615237404165,2.79942974222161,26.9960431950944,3.17004756266932e-07,1.05999500528128e-06
"ENSG00000143742.14","ENSG00000143742.14",0.384452545704089,7.44691951664112,26.991982799381,3.17631462796384e-07,1.06172076700741e-06
"ENSG00000241388.5","ENSG00000241388.5",0.827661834363109,3.38542464826533,26.9506816157016,3.24077464237904e-07,1.08289023901284e-06
"ENSG00000183111.12","ENSG00000183111.12",1.20950586212209,2.69563144031988,26.939803491403,3.25797055538798e-07,1.08825738802104e-06
"ENSG00000173540.14","ENSG00000173540.14",0.479433087695597,3.37537978783809,26.8906807191436,3.33677432664671e-07,1.11419247081073e-06
"ENSG00000145916.19","ENSG00000145916.19",0.432055814590384,3.68457303176444,38.6312832549672,3.33922876995848e-07,1.1146243460223e-06
"ENSG00000156398.13","ENSG00000156398.13",-0.637486750720217,3.25989429179482,26.8566927104961,3.39241940568449e-07,1.13198562024926e-06
"ENSG00000165118.15","ENSG00000165118.15",-0.458313775365273,4.44160367786788,26.847745370464,3.40722271502397e-07,1.13653016206498e-06
"ENSG00000187546.14","ENSG00000187546.14",-0.785597813957305,5.63178269201575,26.8380402077194,3.42335339158282e-07,1.14151415627631e-06
"ENSG00000122861.16","ENSG00000122861.16",1.31817077796595,3.20884966272675,26.8303470604157,3.43619457596487e-07,1.14539819198829e-06
"ENSG00000234722.5","ENSG00000234722.5",3.22039535202924,2.19505773155804,26.8289703248513,3.43849769561581e-07,1.14576806240582e-06
"ENSG00000188010.15","ENSG00000188010.15",0.589883437923128,4.11921334573144,26.8154300922535,3.46123193014856e-07,1.15294332163172e-06
"ENSG00000170469.11","ENSG00000170469.11",0.711701142751037,2.96970386537187,26.812117817844,3.46681628801416e-07,1.15440292628983e-06
"ENSG00000025772.8","ENSG00000025772.8",0.440469869724693,5.2979287827833,26.7957143013591,3.49460595111644e-07,1.16325302117607e-06
"ENSG00000132664.12","ENSG00000132664.12",0.486062351972593,3.33169194799377,50.0008297704892,3.50605456047208e-07,1.16664380639678e-06
"ENSG00000091262.16","ENSG00000091262.16",-0.657092243354183,5.82000424710923,26.7878772933121,3.50796192658951e-07,1.16664380639678e-06
"ENSG00000138385.16","ENSG00000138385.16",0.408519792537576,4.48274955275493,26.7875983829167,3.50843819694531e-07,1.16664380639678e-06
"ENSG00000170365.10","ENSG00000170365.10",-0.52690530820065,3.01971789938977,26.7783474592641,3.5242721233169e-07,1.1715031988865e-06
"ENSG00000169895.6","ENSG00000169895.6",-0.420799074516965,5.16480035260128,26.7673795052472,3.54313818867976e-07,1.17736679166929e-06
"ENSG00000143774.17","ENSG00000143774.17",0.572867706108402,6.88503479654362,26.7655579118956,3.54628135929236e-07,1.17800349651234e-06
"ENSG00000153207.16","ENSG00000153207.16",0.521112850967874,3.6200755122991,26.7516516937749,3.57036934613652e-07,1.18559480189936e-06
"ENSG00000112242.15","ENSG00000112242.15",0.736801753285589,3.1445141937767,26.729967931418,3.60825857716845e-07,1.19776218329243e-06
"ENSG00000062282.15","ENSG00000062282.15",-0.882362442513462,5.60641443396075,26.7101636124479,3.64321744318681e-07,1.20864568246985e-06
